SectorID	SectorName	IndustryID	IndustryName	JobName	JobNumbers	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms
31-33	Manufacturing	311900	Other Food Manufacturing	Industrial Truck and Tractor Operators	"6,980"										
31-33	Manufacturing	339100	Medical Equipment and Supplies Manufacturing	Machinists	"6,970"										
31-33	Manufacturing	337100	Household and Institutional Furniture and Kitchen Cabinet Manufacturing	Furniture Finishers	"6,960"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	622200	"Psychiatric and Substance Abuse Hospitals (including private, state, and local government hospitals)"	Mental Health Counselors	"6,960"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	624400	Child Day Care Services	"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"	"6,950"										
31-33	Manufacturing	311500	Dairy Product Manufacturing	"Laborers and Freight, Stock, and Material Movers, Hand"	"6,950"										
48-49	Transportation and Warehousing	483100	"Deep Sea, Coastal, and Great Lakes Water Transportation"	Sailors and Marine Oilers	"6,940"										
81	"Other Services (except Federal, State, and Local Government)"	813200	Grantmaking and Giving Services	General and Operations Managers	"6,940"										
31-33	Manufacturing	333900	Other General Purpose Machinery Manufacturing	"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"	"6,940"										
11	"Agriculture, Forestry, Fishing and Hunting"	115100	Support Activities for Crop Production	"First-Line Supervisors of Farming, Fishing, and Forestry Workers"	"6,940"										
31-33	Manufacturing	339100	Medical Equipment and Supplies Manufacturing	Customer Service Representatives	"6,930"										
31-33	Manufacturing	337100	Household and Institutional Furniture and Kitchen Cabinet Manufacturing	Sewing Machine Operators	"6,920"										
23	Construction	237900	Other Heavy and Civil Engineering Construction	First-Line Supervisors of Construction Trades and Extraction Workers	"6,920"										
48-49	Transportation and Warehousing	488300	Support Activities for Water Transportation	"Captains, Mates, and Pilots of Water Vessels"	"6,920"										
48-49	Transportation and Warehousing	483200	Inland Water Transportation	Sailors and Marine Oilers	"6,910"										
21	Mining	212300	Nonmetallic Mineral Mining and Quarrying	Excavating and Loading Machine and Dragline Operators	"6,910"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	622300	"Specialty (except Psychiatric and Substance Abuse) Hospitals (including private, state, and local government hospitals)"	Physical Therapists	"6,900"										
31-33	Manufacturing	321200	"Veneer, Plywood, and Engineered Wood Product Manufacturing"	Team Assemblers	"6,850"										
31-33	Manufacturing	325100	Basic Chemical Manufacturing	First-Line Supervisors of Production and Operating Workers	"6,820"										
42	Wholesale Trade	424200	Drugs and Druggists' Sundries Merchant Wholesalers	"Shipping, Receiving, and Traffic Clerks"	"6,820"										
31-33	Manufacturing	311400	Fruit and Vegetable Preserving and Specialty Food Manufacturing	Helpers--Production Workers	"6,800"										
48-49	Transportation and Warehousing	488900	Other Support Activities for Transportation	"Packers and Packagers, Hand"	"6,800"										
31-33	Manufacturing	333400	"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"	"Welders, Cutters, Solderers, and Brazers"	"6,800"										
81	"Other Services (except Federal, State, and Local Government)"	811300	Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance	"Maintenance and Repair Workers, General"	"6,780"										
71	"Arts, Entertainment, and Recreation"	711300	"Promoters of Performing Arts, Sports, and Similar Events"	Security Guards	"6,770"										
31-33	Manufacturing	311400	Fruit and Vegetable Preserving and Specialty Food Manufacturing	Team Assemblers	"6,760"										
42	Wholesale Trade	424800	"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers"	First-Line Supervisors of Non-Retail Sales Workers	"6,740"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	624200	"Community Food and Housing, and Emergency and Other Relief Services"	Social and Community Service Managers	"6,740"										
61	"Educational Services (including private, state, and local government schools)"	611700	"Educational Support Services (including private, state, and local government schools)"	"Education, Training, and Library Workers, All Other"	"6,730"										
31-33	Manufacturing	339900	Other Miscellaneous Manufacturing	"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"	"6,720"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	624200	"Community Food and Housing, and Emergency and Other Relief Services"	Residential Advisors	"6,710"										
44-45	Retail Trade	442100	Furniture Stores	Stock Clerks and Order Fillers	"6,710"										
31-33	Manufacturing	327200	Glass and Glass Product Manufacturing	Team Assemblers	"6,710"										
42	Wholesale Trade	423300	Lumber and Other Construction Materials Merchant Wholesalers	"Office Clerks, General"	"6,710"										
42	Wholesale Trade	423500	Metal and Mineral (except Petroleum) Merchant Wholesalers	Heavy and Tractor-Trailer Truck Drivers	"6,710"										
31-33	Manufacturing	337100	Household and Institutional Furniture and Kitchen Cabinet Manufacturing	Helpers--Production Workers	"6,700"										
31-33	Manufacturing	333500	Metalworking Machinery Manufacturing	First-Line Supervisors of Production and Operating Workers	"6,700"										
44-45	Retail Trade	453900	Other Miscellaneous Store Retailers	General and Operations Managers	"6,700"										
71	"Arts, Entertainment, and Recreation"	711100	Performing Arts Companies	"Ushers, Lobby Attendants, and Ticket Takers"	"6,700"										
71	"Arts, Entertainment, and Recreation"	713200	Gambling Industries	Waiters and Waitresses	"6,690"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	624200	"Community Food and Housing, and Emergency and Other Relief Services"	"Child, Family, and School Social Workers"	"6,680"										
42	Wholesale Trade	424300	"Apparel, Piece Goods, and Notions Merchant Wholesalers"	Fashion Designers	"6,660"										
51	Information	511200	Software Publishers	Accountants and Auditors	"6,660"										
31-33	Manufacturing	311400	Fruit and Vegetable Preserving and Specialty Food Manufacturing	"Laborers and Freight, Stock, and Material Movers, Hand"	"6,650"										
51	Information	515100	Radio and Television Broadcasting	General and Operations Managers	"6,650"										
44-45	Retail Trade	448200	Shoe Stores	Stock Clerks and Order Fillers	"6,650"										
31-33	Manufacturing	311400	Fruit and Vegetable Preserving and Specialty Food Manufacturing	Industrial Machinery Mechanics	"6,630"										
81	"Other Services (except Federal, State, and Local Government)"	811300	Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance	Machinists	"6,620"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	621500	Medical and Diagnostic Laboratories	Magnetic Resonance Imaging Technologists	"6,610"										
71	"Arts, Entertainment, and Recreation"	713200	Gambling Industries	Security Guards	"6,590"										
51	Information	519100	Other Information Services	Web Developers	"6,580"										
31-33	Manufacturing	332900	Other Fabricated Metal Product Manufacturing	"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"	"6,570"										
53	Real Estate and Rental and Leasing	532400	Commercial and Industrial Machinery and Equipment Rental and Leasing	Audio and Video Equipment Technicians	"6,550"										
81	"Other Services (except Federal, State, and Local Government)"	813300	Social Advocacy Organizations	"Community and Social Service Specialists, All Other"	"6,540"										
31-33	Manufacturing	333100	"Agriculture, Construction, and Mining Machinery Manufacturing"	Mechanical Engineers	"6,530"										
42	Wholesale Trade	423600	Household Appliances and Electrical and Electronic Goods Merchant Wholesalers	First-Line Supervisors of Non-Retail Sales Workers	"6,530"										
48-49	Transportation and Warehousing	491100	Postal Service (federal government)	Electrical and Electronics Engineering Technicians	"6,530"										
31-33	Manufacturing	339900	Other Miscellaneous Manufacturing	"Office Clerks, General"	"6,520"										
42	Wholesale Trade	423700	"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers"	Customer Service Representatives	"6,500"										
21	Mining	211100	Oil and Gas Extraction	"Service Unit Operators, Oil, Gas, and Mining"	"6,500"										
44-45	Retail Trade	442200	Home Furnishings Stores	"Laborers and Freight, Stock, and Material Movers, Hand"	"6,490"										
51	Information	519100	Other Information Services	Editors	"6,490"										
31-33	Manufacturing	336900	Other Transportation Equipment Manufacturing	Team Assemblers	"6,490"										
53	Real Estate and Rental and Leasing	532100	Automotive Equipment Rental and Leasing	"Motor Vehicle Operators, All Other"	"6,470"										
44-45	Retail Trade	453200	"Office Supplies, Stationery, and Gift Stores"	"Computer, Automated Teller, and Office Machine Repairers"	"6,470"										
42	Wholesale Trade	424300	"Apparel, Piece Goods, and Notions Merchant Wholesalers"	Stock Clerks and Order Fillers	"6,460"										
42	Wholesale Trade	424200	Drugs and Druggists' Sundries Merchant Wholesalers	Pharmacy Technicians	"6,460"										
48-49	Transportation and Warehousing	492100	Couriers and Express Delivery Services	Cargo and Freight Agents	"6,450"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	621500	Medical and Diagnostic Laboratories	Medical Secretaries	"6,450"										
31-33	Manufacturing	335100	Electric Lighting Equipment Manufacturing	Team Assemblers	"6,430"										
48-49	Transportation and Warehousing	488500	Freight Transportation Arrangement	"Office Clerks, General"	"6,430"										
81	"Other Services (except Federal, State, and Local Government)"	813200	Grantmaking and Giving Services	"Office Clerks, General"	"6,410"										
81	"Other Services (except Federal, State, and Local Government)"	811400	Personal and Household Goods Repair and Maintenance	Upholsterers	"6,390"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	621500	Medical and Diagnostic Laboratories	Billing and Posting Clerks	"6,380"										
31-33	Manufacturing	321900	Other Wood Product Manufacturing	Industrial Truck and Tractor Operators	"6,380"										
51	Information	519100	Other Information Services	Librarians	"6,370"										
44-45	Retail Trade	453900	Other Miscellaneous Store Retailers	Stock Clerks and Order Fillers	"6,360"										
31-33	Manufacturing	312100	Beverage Manufacturing	Heavy and Tractor-Trailer Truck Drivers	"6,350"										
